360biolabs Pty Ltd,http://www.360biolabs.com/
Abacus dx Pty Ltd,
AbCellera,https://www.abcellera.com/
Accelagen Pty Ltd,http://www.accelagen.com.au/
Actinogen Medical Limited,http://www.actinogen.com.au/
Acuity Capital,https://www.acuitycapital.com.au/
,
AdAlta Limited,http://www.adalta.com.au/
Adapt ldeations Pty Ltd,https://www.adaptideations.com/
Additive Manufacturing Network,http://amhub.net.au/
Adjutor Healthcare Pty Ltd,https://www.adjutor.com.au/
Akesa Pty Ltd,
Agilex Biolabs Pty Ltd,https://www.agilexbiolabs.com/
Alithia Life Sciences Pty Ltd,http://www.alithialifesciences.com/
Alliance for Regenerative Medicine (ARM),https://alliancerm.org/
Almac Group,https://www.almacgroup.com/
AlphaRET,https://nova-eye.com/company/alpharet/
Amplia Therapeutics Limited,https://www.ampliatx.com/site/content/
ANDHealth,http://andhealth.com.au/
AnteoTech Ltd,https://www.anteotech.com/
Anteris Technologies,https://anteristech.com/
Aravax,https://www.aravax.com.au/
Argenica Therapeutics Ltd,http://www.argenica.com.au/
Arovella Therapeutics Ltd,https://www.arovella.com/
Asteri Pharma,https://www.asteripharma.com/
AstraZeneca Pty Ltd,http://www.astrazeneca.com.au/
Atticus Medical Pty Ltd,https://www.atticusmed.com/about
Aucentra TherapeuticsAustralia China Business Council - Victoria,
Australian Institute for Bioengineering and Nanotechnology (AIBN),https://aibn.uq.edu.au/
"Australian National University (ANU), Office of Research and Innovation Services",
Australian Red Cross Lifeblood (ARCLB),http://www.donateblood.com.au/
Australian Regenerative Medicine Institute,http://www.armi.org.au/
Australian Trade & Investment Commission (Austrade),http://www.austrade.gov.au/
Avatar Brokers Pty. Limited *special member discount,
Avecho Biotechnology,http://www.phosphagenics.com/
Return to A-Z,https://www.ausbiotech.org/biotechnology-industry/member-directory
B,
Baker Heart & Diabetes Institute,https://baker.edu.au/
Base Bio Consulting Pty Ltd,https://www.basebio.com.au/
Bellberry Limited,http://www.bellberry.com.au/
Billard Leece Partnership,https://www.blp.com.au/
BioCurate Pty Ltd,http://www.biocurate.com/
BioDiem Ltd,http://www.biodiem.com/
Biointelect Pty Ltd,http://www.biointelect.com/
BiomeBank,https://www.biomebank.com/
BioMelbourne Network,http://www.biomelbourne.org/
Bionics Queensland,http://www.bionicsqueensland.com.au/
Bio-Rad Laboratories Pty Ltd,http://www.bio-rad.com/
Biotech Daily,http://www.biotechdaily.com.au/
BIOTech New Zealand,https://biotechnz.org.nz/
BioTech Primer Inc.,http://biotechprimer.com/
Biotron Limited,http://www.biotron.com.au/
BioScience Managers Pty Ltd,http://www.biosciencemanagers.com/
Bio101 Group Pty Ltd,
"Bio21 Molecular Science & Biotechnology Institute, University of Melbourne",https://www.bio21.unimelb.edu.au/
Blue Print Life Science Group,http://www.bplifescience.com/
Brandon Capital,http://www.brandoncapital.vc/
BR-Angels Pty Ltd,
Bridge Investment Research,https://chriskallos.com.au/2024/deep-dive-articles/deep-dive-understanding-dementia/
Bristol Myers Squibb (Australia) Pty Ltd,http://www.bmsa.com.au/
Brooker Consulting,http://www.brookerconsulting.com.au/
BSI Group ANZ Pty Ltd,https://www.bsigroup.com/en-AU/Medical-Devices/
Burnet Institute,http://www.burnet.edu.au/
Business Events Sydney,http://www.businesseventssydney.com.au/
C,
Cambium Bio Limited,https://www.cambium.bio/
Canary Regulatory Affairs,https://canaryregulatory.com/
Cancer Trials Australia,http://www.cancertrialsaustralia.com/
Carina Biotech Limited,http://www.carinabiotech.com/
Catalyst Clinical Research,https://catalystcr.com/
CBE Pure Solutions,https://cbepuresolutions.com/
CCRM Australia,https://ccrmaustralia.com.au/
Cell Therapies,http://www.celltherapies.com/
Cellabs Pty Ltd,http://www.cellabs.com.au/
Celosia Therapeutics Pty Ltd,
Cencora PharmaLex,https://www.pharmalex.com/
Centenary Institute,http://www.centenary.org.au/
Cerecin Australia Pty Ltd,
Certa Therapeutics,http://www.certatherapeutics.com/
Charles River Laboratories Australia Pty Ltd,https://www.criver.com/
Children’s Medical Research Institute (CMRI),https://www.cmrijeansforgenes.org.au/
Chimeric Therapeutics Ltd,https://chimerictherapeutics.com/
Chubb Insurance Australia Limited *Special member discount,
Clarity Pharmaceuticals,http://www.claritypharmaceuticals.com/
CMAX Clinical Research Pty Ltd,http://www.cmax.com.au/
Cochlear Limited,https://www.cochlear.com/au/en/home
"Collaborative Drug Discovery, Inc",https://www.collaborativedrug.com/
Commissioning Agents International (Australia) Pty Ltd,https://cagents.com/
ConnectBio,
Cook Medical,
Corematic,https://corematic.com.au/
Crux Biolabs,http://www.cruxbiolabs.com/
Cryosite Ltd,
CSIRO,http://www.csiro.au/
CSL Limited,http://www.csl.com.au/
Curtin University - School of Pharmacy and Biomedical Sciences,
Cyban Pty Ltd,https://www.cyban.com.au/
Cynata Therapeutics,http://cynata.com/
Cytiva,https://www.cytivalifesciences.com/en/au
D,
Datapharm Australia Pty Ltd,http://datapharmaustralia.com/
Davies Collison Cave,http://www.davies.com.au/
Deakin Research Commercial,http://www.deakin.edu.au/
Deloitte,https://www2.deloitte.com/au/en/pages/about-deloitte/articles/about-deloitte-australia.html
De Motu Cordis Pty Ltd,http://www.demotucordis.co/
Department of Environment and Science (QLD),http://www.des.qld.gov.au/
"Department of Jobs, Tourism, Science and Innovation (WA)",https://www.wa.gov.au/organisation/department-of-jobs-tourism-science-and-innovation
"Department of Jobs, Skills, Industry and Regions (VIC)",https://djsir.vic.gov.au/what-we-do/industry-and-innovation
"Department of State Development, Infrastructure, Local Government & Planning (QLD)",http://www.dsdmip.qld.gov.au/
Diagnostic Technology Pty Ltd,https://www.diagnostictechnology.com.au/
Dimerix Limited,http://dimerix.com/
DLA Piper Australia,https://www.dlapiper.com/
DMTC Ltd,https://dmtc.com.au/
Doherty Clinical Trials Ltd,https://www.dohertyclinicaltrials.com/
Douglas Pharmaceuticals Ltd,https://www.douglas.co.nz/
E,
E&P Financial Group,http://eap.com.au/
Emyria Ltd,https://emyria.com/
ENA Respiratory,https://enarespiratory.com/
Encap Solutions Pty Ltd,https://www.encapsolutions.com.au/
Endpoints Capital,https://endpointscapital.com.au/
EnGeneIC,https://engeneic.com/
EpiAxis TherapeuticsEpichem Pty Ltd,
Epichem Pty Ltd,https://epichem.com.au/
ERA Consulting,https://www.biopharma-excellence.com/
ESFAM Biotech,https://esfambiotech.com.au/
Eurofins | ams,http://www.amslabs.com.au/
Eversana,https://www.eversana.com/
Evrima Technologies Pty Ltd,https://www.evrima.com/
Exigence,https://www.exigence.com.au/
F,
"Facet Life Sciences, inc.",http://facetlifesciences.com/
FB Rice,http://www.fbrice.com.au/
Fenix Innovation Group,https://www.fenixinnovationgroup.com/
Field Orthopaedics Pty Ltd,https://fieldorthopaedics.com/
FivepHusion,https://fivephusion.com/
Formrite Group Pty Ltd,https://www.formrite.com.au/
Fortrea,https://www.fortrea.com/
FPA Patent Attorneys,http://www.fpapatents.com/
Franke Hyland,http://www.frankehyland.com.au/
Fuse Recruitment,https://www.fuserecruitment.com/
G,
Garvan Institute of Medical Research,https://www.garvan.org.au/
Genetic Techonologies Ltd,http://www.genetype.com/
Gertrude Biomedical Pty Ltd,https://www.gertrudebiomed.com/
Gild Bioscience,https://thegildgroup.com/bioscience/
Ginkgo Bioworks,https://www.ginkgobioworks.com/
GPN Vaccines,https://gpnvaccines.com/
Grant Thornton Australia Limited,http://www.grantthornton.com.au/en/industries/life-sciences/
GreenLight Clinical Pty Ltd,https://www.greenlightclinical.com/
Gretals Australia Pty Ltd,https://www.gretals.com/
Grey Wolf Therapeutics Pty Ltd,https://www.greywolftherapeutics.com/
Griffith Hack,http://www.griffithhack.com/
Griffith Institute for Drug Discovery,https://www.griffith.edu.au/institute-drug-discovery
"Griffith University, Griffith Enterprise",http://www.griffith.edu.au/
H,
HaemaLogiX Pty Ltd,http://www.haemalogix.com/
Hall & Wilcox,https://hallandwilcox.com.au/
Harvest Integrated Research Organization Australia Pty Limited (HiRO),https://en.harvestiro.com/
Health and Medical Industries,https://dti.sa.gov.au/
Heart Research Institute,https://www.hri.org.au/
HMC Capital,https://www.hmccapital.com.au/
Horten Medical,http://www.hortenmedical.com.au/
Hunton Executive Recruitment and Consulting Pty Ltd,https://www.huntonexecutive.com/
I,
ide Group,
IDT Australia Ltd,http://www.idtaus.com.au/
Illumina Australia Pty Ltd,http://www.illumina.com/
Immuron Limited,http://www.immuron.com/
Immutep Limited,http://www.immutep.com/
ImpactXHealth,https://www.impactxhealth.com/
Imugene Ltd,http://www.imugene.com/
Increment4,https://increment4.com/
Indigo Advisory,
Ingham Institute for Applied Medical Research,http://www.inghaminstitute.org.au/
InhaleRx Ltd,https://inhalerx.com.au/
"Innovation & Commercialisation Services, The University of Adelaide",http://www.adelaide.edu.au/ics
INOVIQ Limited,http://www.inoviq.com/
Institute for Glycomics,https://www.griffith.edu.au/institute-glycomics
"Institute for Molecular Bioscience, The University of Queensland",
Integrated DNA Technologies Australia Pty Ltd,http://www.idtdna.com/
Intellect Labs Pty Ltd,https://intellectlabs.com.au/
Intuitive Insurance Solutions Pty Ltd,http://www.intuitiveinsurance.com.au/
Invion Limited,https://inviongroup.com/
IP Group Australia,http://www.ipgroupplc.com/
IQVIA Biotech,
J,
James & Wells Australia,http://www.jamesandwells.com/
Johnson Matthey (Aust) Ltd,http://www.matthey.com.au/
K,
Kantara Consulting,https://kantaraconsulting.com.au/
KE Select Pty Ltd,https://www.keselect.com/
Kurraba Group,https://www.kurrabagroup.com/
L,
Labcorp,https://www.labcorp.com/
"La Trobe University, Innovation & Commercialisation",http://www.latrobe.edu.au/researchers/innovation-commercialisation
LBT Innovations,http://www.lbtinnovations.com/
Life Sciences Queensland Ltd (LSQ),http://www.lsq.com.au/
Linear Clinical Research Ltd,https://www.linear.org.au/
Lucid Health Consulting Pty Ltd,http://www.lucidhealthcon.com/
Lusid Pty Ltd,
M,
M:M Bio,https://www.molecule2medicine.com/
Macarthur Human Capital,https://www.macarthurhc.com.au/
Macquarie University - Faculty of Medicine & Health Sciences,http://www.mq.edu.au/about/about-the-university/faculties-and-departments/faculty-of-medicine-and-health-sciences
Madderns Patent & Trade Mark Attorneys,http://www.madderns.com.au/
MaH Clinical Trial Solutions,
Marken,https://www.marken.com/
McCloud Consulting Group,http://www.mccloudcg.com/
McCullough Robertson Lawyers,https://www.mccullough.com.au/
Medtechnique Consulting,http://www.medtechnique.com.au/
Medtronic Australasia Pty Ltd,http://www.medtronic.com.au/
Meizon Innovation,https://www.linkedin.com/company/meizon-innovation-pty-ltd/
"Melbourne School of Engineering, The University of Melbourne",https://eng.unimelb.edu.au/
Merck Pty Ltd,https://www.merckmillipore.com/Au/en
Mesoblast Limited,http://www.mesoblast.com/
mexec,http://www.mexeccareers.com/
Microba Pty Ltd,http://www.microba.com/
Microbio,http://microbio.com.au/
MINIMUM bio Pty Ltd,https://minimumbio.com/
Mobius Medical Pty Ltd,https://mobiusmedical.com.au/
Moderna Australia Pty Ltd,https://www.modernatx.com/en-AU
Monash College,https://www.monashcollege.edu.au/
Monash Innovation,http://monash.edu/industry/
Morgans Financial Limited,http://www.morgans.com.au/
Murdoch Children's Research Institute,http://www.mcri.edu.au/
N,
National Foundation for Medical Research and Innovation,http://www.nfmri.org.au/
Navbit Pty Ltd,https://navbit.com/
Neo-Bionica,https://neo-bionica.com/
Neuren Pharmaceuticals Limited,http://www.neurenpharma.com/
Neuroscience Trials Australia,https://neurosciencetrialsaustralia.com/
Newline Australia Insurance Pty Ltd,http://www.connectliability.com.au/
Next Science Technologies Pty Ltd,
Nexus APAC,https://nexusapac.com.au/
Nirtek Pty Ltd,http://www.nirtek.com.au/
Novartis Pharmaceuticals Australia Pty Ltd,http://www.novartis.com.au/
Novotech,http://www.novotech-cro.com/
Noxopharm,https://www.noxopharm.com/site/content/
NSW Government,http://investment.nsw.gov.au/
Nucleus Network,http://www.nucleusnetwork.com.au/
Nutromics,https://www.nutromics.com/
Nyrada Inc,https://www.nyrada.com/site/content/
O,
Obatica Pty Ltd,https://obatica.com/
Oculus BioMed Ltd,https://oculusbiomed.com.au/
OFX *special member discount,https://www.ofx.com/en-au/?pid=15355
Omico,https://www.omico.com.au/
OncoSil Medical Ltd,https://www.oncosil.com/
OncoRes Medical Ltd,https://www.oncoresmedical.com/
OneVentures Pty Ltd,http://www.one-ventures.com/
On Q Recuitment,https://www.onqrecruitment.com.au/
Opthea Limited,http://www.opthea.com/
OptiScan Imaging Ltd,https://www.optiscan.com/
Oroborus Pty Ltd,
Orthocell,http://www.orthocell.com.au/
P,
Pakair Cargo Specialists Pty Ltd,https://www.pakair.com.au/
Paradigm BioPharmaceuticals Ltd,https://paradigmbiopharma.com/
Parexel International Pty Ltd,https://www.parexel.com/
Patrys Ltd,http://www.patrys.com/
Percheron Therapeutics Limited,https://www.antisense.com.au/about-us/
Perennial Partners,https://perennial.net.au/
Peter MacCallum Cancer Centre,http://www.petermac.org/
PharmAust Limited,https://www.pharmaust.com/
Pharmsite Pty Limited,http://www.pharmsite.com.au/
Phillips Ormonde Fitzpatrick,http://www.pof.com.au/
Piper Alderman,http://www.piperalderman.com.au/
Planet Innovation Pty Ltd,http://www.planetinnovation.com.au/
PolyActiva Pty Ltd,https://polyactiva.com/
PolyNovo Limited,http://polynovo.com.au/
Premier Research Australia Pty Ltd,http://www.premier-research.com/
Prescient Therapeutics Limited,http://www.ptxtherapeutics.com/
Prime Accounting and Business Advisory Pty Ltd,http://www.primefinancial.com.au/
ProPharma Group,https://www.propharmagroup.com/
Proto Axiom Pty Ltd,https://www.protoaxiom.com/
Protagonist Pty Ltd,http://www.protagonist-inc.com/
Proteomics International Laboratories Limited,http://www.proteomicsinternational.com/
PSC Biotech Pty Ltd,https://biotech.com/
Q,
QBiotics Group Limited,https://qbiotics.com/
QIMR Berghofer Medical Research Institute,http://www.qimrberghofer.edu.au/
Queensland University of Technology - Industry Engagement,http://www.research.qut.edu.au/
R,
Race Oncology Limited,https://raceoncology.com/
Radium Capital,
Recce Pharmaceuticals Ltd,http://www.recce.com.au/
Research Australia Limited,http://researchaustralia.org/
"Research, Innovation & Commercialisation (RIC), The University of Melbourne",https://research.unimelb.edu.au/commercialisation
Resolian Bioanalytics,https://www.resolian.com/
Resolutum Global Pty Ltd,http://www.rgcro.com/
Resonance Health Pty Ltd,http://www.resonancehealth.com/
Respiri Limited,https://respiri.co/
Respirion Pharmaceuticals Pty Ltd,https://respirionpharma.com/
Rob McInnes IP Advisory Pty Ltd,http://www.robmcinnes.com.au/
Roche Australia,http://www.roche-australia.com/
RSM Australia,https://www.rsm.global/australia/
S,
Sanofi ANZ,https://www.sanofi.com.au/
SAPRO Consulting Pty Ltd,https://www.saproconsulting.com.au/
Sementis Limited,http://www.sementis.com.au/
Scientia Clinical Research Ltd,https://www.scientiaclinicalresearch.com.au/
Shengsheng Australia Pty Ltd,https://www.ssintnl.com/
Silverstone Developments Pty Ltd,http://silverstonedevelopments.com.au/
Smartways Logistics for Lifescience,https://smartwayslfl.com/
Snoretox Ltd,http://www.snoretox.com/
Sonic Clinical Trials Pty Ltd,http://www.sonicclinicaltrials.com/
Southern RNA Pty Ltd,https://southernrna.com.au/
Southern Star Research,http://www.southernstarresearch.com/
SpeeDx Pty Ltd,https://plexpcr.com/
Spruson & Ferguson,http://www.spruson.com/
Starpharma Holdings Limited,http://www.starpharma.com/
St Vincent's Hospital Melbourne,http://www.svhm.org.au/
Syneos Health,http://www.syneoshealth.com/
Syntara,https://www.pharmaxis.com.au/
T,
Takeda Pharmaceutical Company Limited,http://www.takeda.com/
Technovalia Pty Ltd,http://www.technovalia.com/
TekCyte Pty Ltd,https://tekcyte.com/
Teleaus Bioscience Health Pty Ltd (Genofax),https://www.genofax.com/
Telethon Kids Institute,http://www.telethonkids.org.au/
Telix Pharmaceuticals Pty Ltd,http://www.telixpharma.com/
Tenmile Ventures Pty Ltd,https://www.tenmile.com/
Teva Pharmaceuticals Australia Pty Ltd,http://www.tevapharm.com/
Therapeutic Goods Administration (TGA),https://www.tga.gov.au/
Thermo Fisher Scientific,https://www.thermofisher.com/au/en/home.html
The Florey Institute of Neuroscience and Mental Health,https://florey.edu.au/
The Institute for Molecular Biosciences - The University of Queensland,http://imb.uq.edu.au/
"The University of Newcastle, Knowledge Exchange and Enterprise (KEE)",https://www.newcastle.edu.au/engage/business-and-industry/knowledge-exchange-and-enterprise
"The University of Queensland, Biotechnology Program",http://www.scmb.uq.edu.au/biotech
Tissue Repair,https://tissuerepair.com.au/
Traders Macquarie Pty Ltd,
Translational Research Institute Australia,http://www.tri.edu.au/
TruScreen Pty Ltd,http://www.truscreen.com/
U,
Uniquest Pty Ltd,http://www.uniquest.com.au/
Unispace,https://www.unispace.com/industry-life-sciences
Universal Biosensors Pty Ltd,http://www.universalbiosensors.com/
University of South Australia - Enterprise Partnership Unit,https://www.unisa.edu.au/
University of Tasmania,http://www.utas.edu.au/
"University of Technology Sydney , Faculty of Science",https://www.uts.edu.au/about/faculty-science
"University of Wollongong - Faculty of Science, Medicine and Health",https://www.uow.edu.au/science-medicine-health/
UNSW Industry & Innovation,https://www.knowledgeexchange.unsw.edu.au/
UNSW RNA Institute,https://www.rna.unsw.edu.au/
UNSW School of Biotechnology and Biomolecular Sciences,https://www.unsw.edu.au/science/our-schools/babs
V,
Vaxxas Pty Ltd,https://www.vaxxas.com/
Vectus Biosystems Limited,http://www.vectusbiosystems.com.au/
Venture Valuation,http://www.venturevaluation.com/
Vetter Pharma International GmbH,http://www.vetter-pharma.com/
"Vial Health Technology, Inc.",http://vial.com/
Viedoc Technologies AB,https://www.viedoc.com/
Viral Vector Manufacturing Facility Pty Ltd,https://www.vvmf.com.au/
Vitrafy Life Sciences Ltd,https://www.vitrafy.com/
Viatris,https://www.viatris.com/en
Vitura Health Limited,https://www.vitura.com.au/
W,
Wallonia.be - Export & Investment (Belgium),http://www.investinwallonia.be/?lang=en
The Walter & Eliza Hall Institute of Medical Research,https://www.wehi.edu.au/
Wellumio,https://www.wellumio.com/
West Pharmaceutical Services Singapore PTE Ltd,http://www.westpharma.com/
Wrays,https://www.wrays.com.au/
X,
Y,
Yuhan ANZ,http://yuhan-anz.com/
Z,
Zuellig Pharma SSG Australia,https://www.zuelligpharma-australia.com.au/
